0.70592,-0.9208,0.829254,1.75519e+13,1.3085e-18,-0.00439644,7.28313e-16,1.72481e+13,1.60149e+13,0,0.70592,0.70592,0.934827,0.70592,0,0,0,0.70592,2.04678e+13,2.05443e+13
-3.72697e-22,-0.942133,0.827212,3.06114e-41,1.05277e-14,-0.704776,9.24857e-44,3.06114e-41,3.06114e-41,0.3273,-3.72697e-22,-3.72697e-22,0.934827,-3.72697e-22,0,0.3273,0.3273,-3.72697e-22,3.06114e-41,3.06114e-41
70532.5,-0.964952,0.826272,1.64187e+13,2.80006e-37,0.323082,0,1.76219e+13,1.69806e+13,0,70532.5,70532.5,0.934827,70532.5,0,0,0,70532.5,1.32362e-08,1.32362e-08
6.46307e+28,-0.986108,0.825018,3.06114e-41,-5.44633,-0.00439644,1.26702e+11,3.06114e-41,3.06114e-41,0,6.46307e+28,6.46307e+28,0.934827,6.46307e+28,0,0,0,6.46307e+28,1.67817e-07,1.67817e-07
2.77828e-19,-1.00684,0.827882,0.0153889,0,0.70592,2.08513e-42,-0.169229,0.353848,7.28313e-16,2.77828e-19,2.77828e-19,0.934827,2.77828e-19,0,7.28313e-16,7.28313e-16,2.77828e-19,3.63217e-42,-0.0131874
-1.96339e+35,-1.02739,0.83093,-0.00439644,0.3273,-3.72697e-22,0,-0.00439644,-0.0131874,9.24857e-44,-1.96339e+35,-1.96339e+35,0.934827,-1.96339e+35,0,9.24857e-44,9.24857e-44,-1.96339e+35,0,-0.704776
5.87548e+16,-1.04864,0.830599,0.704394,0,70532.5,6.72623e-44,0.704394,0.704394,0,5.87548e+16,5.87548e+16,0.934827,5.87548e+16,0,0,0,5.87548e+16,8.96831e-44,4.72238e-43
6.31918e-33,-1.0689,0.831239,-0.261539,0,6.46307e+28,0,-0.169229,-0.199999,1.26702e+11,6.31918e-33,6.31918e-33,0.934827,6.31918e-33,0,1.26702e+11,1.26702e+11,6.31918e-33,0,0
1.3085e-18,-1.08674,0.832782,-0.00439644,7.28313e-16,2.77828e-19,1.82834e+13,-0.00439644,0.00439644,2.01787e-43,1.3085e-18,1.3085e-18,0.934827,1.3085e-18,0,2.89228e-42,2.01787e-43,1.3085e-18,1.68054e+13,1.56159e+13
1.05277e-14,-1.09851,0.834584,-0.704776,9.24857e-44,-1.96339e+35,3.06114e-41,-0.704776,-0.704776,0,1.05277e-14,1.05277e-14,0.934827,1.05277e-14,0,0,0,1.05277e-14,3.06114e-41,3.06114e-41
2.80006e-37,-1.10637,0.835758,0.138464,0,5.87548e+16,0,0.600006,0.323082,6.72623e-44,2.80006e-37,2.80006e-37,0.934827,2.80006e-37,0,6.72623e-44,6.72623e-44,2.80006e-37,1.54791e+13,1.95348e+13
-5.44633,-1.10977,0.837252,-0.0131874,1.26702e+11,6.31918e-33,0,-0.00439644,0.0131874,0,-5.44633,-5.44633,0.934827,-5.44633,0,0,0,-5.44633,3.06114e-41,3.06114e-41
0,-1.10253,0.822717,0.70592,2.01787e-43,1.3085e-18,1.74424e+13,0.70592,0.70592,1.748e+13,0,0,0.934827,0,0,1.68018e+13,1.83334e+13,0,0,-0.169229
0.3273,-1.09125,0.786592,-3.72697e-22,0,1.05277e-14,3.06114e-41,-3.72697e-22,-3.72697e-22,3.06114e-41,0.3273,0.3273,0.934827,0.3273,0,3.06114e-41,3.06114e-41,0.3273,0,0.0219784
0,-1.07787,0.772635,70532.5,6.72623e-44,2.80006e-37,1.32362e-08,70532.5,70532.5,0,0,0,0.934827,0,0,0,0,0,1.32361e-08,0.704394
0,-1.05923,0.797111,6.46307e+28,0,-5.44633,1.67817e-07,6.46307e+28,6.46307e+28,0,0,0,0.934827,0,0,0,0,0,1.67816e-07,-0.292308
7.28313e-16,-1.03641,0.814009,2.77828e-19,1.8184e+13,0,-0.00439644,2.77828e-19,2.77828e-19,1.98682e+13,7.28313e-16,7.28313e-16,0.934827,7.28313e-16,0,1.73114e+13,1.83561e+13,7.28313e-16,0,0.0131874
9.24857e-44,-1.01102,0.83887,-1.96339e+35,3.06114e-41,0.3273,-0.704776,-1.96339e+35,-1.96339e+35,3.06114e-41,9.24857e-44,9.24857e-44,0.934827,9.24857e-44,0,3.06114e-41,3.06114e-41,9.24857e-44,0,-0.704776
