left_hip_roll_torque,left_hip_pitch_torque,left_knee_distances,left_ankle_left_torque,left_ankle_right_torque,right_hip_roll_torque,right_hip_pitch_torque,right_knee_distances,right_ankle_left_torque,right_ankle_right_torque
51.43880248069763,32.74721875786779,41.484170537796786,-3.235747591987559,4.079527104066727,-58.66138935089111,-34.37204472720621,42.34485207354288,-0.8632096895876991,3.351362753740536
26.340169691799858,-29.060608536619593,42.50854916026094,7.218708081880729,-0.03543067225059556,-34.19638108562797,-4.920678337548466,44.38234699914324,-3.131423471545653,-2.807536273184046
-15.667207043525215,25.040482658790694,41.976910719928526,-2.716897201364338,-4.112733966559606,-76.28797403499982,-3.074121414498988,44.51010433504189,4.003532510364394,3.641353958623188
111.02298677969333,-24.77943729001438,42.03514201691053,-0.21099582900720218,1.9833837030336563,36.853270596427876,-17.418971660243198,45.709608864573,-4.914384162085336,-0.024587888800736656
-45.661272997995134,-14.03128206460725,41.86693933280213,2.357389134715092,4.263328780852797,-119.34426289298233,1.2095918358479256,46.522124962389455,-1.974925460045501,4.115280373249328
121.52457532353135,-7.216818003505743,41.336389219608634,-4.768155061658989,-7.447451184759663,79.2421813944798,-29.543752235788784,47.203908567642316,-4.792491799592063,2.1874569060594706
-63.56481639493546,-26.093660190084712,41.70580623908921,5.304202684090169,8.522177214433786,-121.49451189274342,19.02875567336354,47.86117290963227,-4.6254315467117175,6.175947361375676
101.38502296771398,6.3447232791890595,40.544964530926165,-5.730714693524294,-8.732353173241437,82.16556818840367,-50.904678758870304,48.36743615057094,-2.8839432769103515,2.843407839634289
-59.449059024235744,-36.36680149923689,41.0089295989157,4.696064576920172,7.118282835323062,-68.35221196783995,43.07328127340178,48.600578602702114,-7.295104664678273,5.063848790522306
61.15901530164734,16.70414806325906,40.54903432887892,7.893409822489124,0.3474118891086099,31.54009230879256,-46.00087081318792,49.51773915393102,-4.282090645786115,4.898648360155856
-31.038680277049735,-16.92703685249503,41.58928108836682,10.686841517881716,11.15050536889038,-11.344037439466561,43.794455510197096,48.18526430257867,-4.606364778306895,7.126841359930204
58.93715154968749,-12.746884011210831,40.51057533745393,5.773149899390596,6.058094306822123,16.957170343301655,-30.825516738528425,49.22476562193066,-10.205880351637132,1.8350844732338145
33.49066719337967,-45.397998687040115,42.29197966976017,4.239032860811518,0.009636853948968176,36.005804436148615,-3.066574114674641,48.75035388817406,-3.0318819388379747,7.159028626867883
72.43363446270666,-4.751996426655959,42.943533572002536,1.5690714219442297,-0.11195672059825841,-2.4482047519660046,-7.066706927911812,48.51314520231807,-3.6384687111483194,4.651737808204045
85.86526015982678,-60.24134838925883,44.64409638050205,9.169032376754197,3.3386650311206605,6.003244460868519,-38.49778107539421,49.564863749504866,-3.211634257867905,5.560198186011529
57.39317130589175,-23.06397966113583,45.47986178388214,5.751572454012482,3.7811402251120114,-37.44936983137649,5.7142764443587195,48.13785706120444,-3.223082168920834,5.179030839596853
73.95747706337143,-28.39789580005241,46.101948525483124,9.154747317235326,0.28267100017285246,-1.5197788818413676,-38.4463352570469,49.20554376237408,-3.2219744725950377,4.764625476478738
12.587528784720131,-51.176365902801905,47.08890505131649,7.151777192394528,3.7516575350678973,-7.194747651879292,5.219251072332755,47.64277233971899,-5.169350020111548,3.297686807120928
13.94190176722125,13.364306086108988,47.07708737362043,5.873369316854641,-0.2637909792823974,30.974155581636936,-32.13560599209084,48.00273910390371,0.9514251258349671,2.1409145359467976
-32.45516079939838,-55.74086990345908,47.38525134234857,4.5196871231428295,3.5496862157762634,23.556092906799215,26.973325665997898,47.25278542865624,-3.758658495807411,2.1990575305500206
-28.180642850617794,17.58229403795681,47.232199434025574,2.490408909891345,-1.109982235741428,63.718434610454906,-31.09195578977649,46.96053634387954,1.134046034970842,0.21293255346356071
-67.33496883560568,-39.50087186240559,47.4963471097127,3.9398672315816925,2.0950498349318836,47.23139812177186,34.3693437030683,46.581854817752514,-1.6523752498438544,0.07219135487767153
-27.991065304733013,-4.4639393396451945,47.3008147936888,0.6510782816951809,-2.22862328042633,42.50756439808621,-15.671655265137044,46.59159722447572,1.5614955604639404,0.7559872199462006
-63.62847444207261,-27.29841910912848,47.38731147984049,3.2429960213254985,1.3147070989222216,1.5472082270779826,4.663279460505744,46.65670977737733,-0.36859007241141434,-0.28143035524340015
19.347455483741808,7.405428760763963,47.03368039993893,0.1876636521323789,-0.774976057939597,22.94701895187503,-23.46321055504168,46.39282886834451,-0.644197214879401,0.8713725857903901
-51.74634756398169,-13.948311242402193,46.97554142496864,3.9483454376658558,4.017811744348082,-31.605446347884005,2.8944209210388365,46.543997824841995,-1.5814171607055383,0.4790560668285276
41.986839983455496,-5.198301507343876,46.8175232520619,-1.6964258490891435,0.49080390970188326,34.499744911857015,-14.018229971415938,45.60408970882088,-1.7924338276100291,-0.5614259829577691
-70.19683083225229,-6.802217572174367,46.566915980617125,2.9170465671916155,3.923386264488582,-60.43737541370637,-4.4408993216581045,46.48693493579276,-3.335284133624693,-0.10030015156194459
30.781572730907193,-24.69949687856131,46.91570793225321,-2.0015631478722913,0.8721219731852051,64.17246126132899,-7.044055845645209,44.51513907584348,-3.375084371795946,0.04567727349151046
-88.87241111377737,-15.36653769635529,47.20213294553906,1.3337125347280543,2.7885017356642834,-65.11898076030899,-13.383523889366653,45.43015324046985,-2.1332184679106025,-0.552866844748235
43.833937387999526,-27.36569932155371,47.29510562643833,-5.423717249027646,-0.17722998426811565,31.78803490413862,-13.143080274658093,44.21068244815348,-7.295157024950311,-0.888714993532309
-69.11880186401176,-21.77385297657884,47.81849925674629,0.06087814037590617,2.82281123189513,-71.36041509259022,-12.052923708870042,44.47396195039147,-5.0675740518542005,-0.529088766652268
32.4987915398586,-18.579020622753557,48.05898616232514,-3.7483229725986917,1.6029799183459081,-16.50669755931587,-25.264352612665245,43.81819793029996,-9.552794390629588,-1.6960715418745154
-22.87983300676598,-22.685460183775586,48.5348158916766,-1.2922364614429627,2.933633295431285,-46.896565331036854,-5.968957761686316,43.83423635046012,-8.273263953672378,-1.6240947005745183
10.271012358360633,-13.988764448815147,48.68791454444198,-3.3132109509000394,2.225727681031435,-61.86813903073661,-19.66334864840803,43.48776181436938,-9.61452327377427,-2.582538675372568
21.926260492743136,-8.061874101452503,48.98476500493092,-2.130085331871384,3.5056906276493565,-9.024824134603044,3.17463110460973,43.36462873865878,-9.115526289078066,-3.4478762023746827
-22.293306451216814,-8.924415533650741,48.91284376768505,-3.409820394966241,2.2494628299175834,-82.34001233114046,7.7256396186618,43.078216127225176,-9.707909610637945,-3.264275899919698
