left_hip_roll_angles,left_hip_pitch_angles,left_knee_distances,left_ankle_up_angles,left_ankle_down_angles,right_hip_roll_angles,right_hip_pitch_angles,right_knee_distances,right_ankle_up_angles,right_ankle_up_angles
0.0961245447397232,-0.29314929246902466,20.920750648872627,0.12859873763595422,-0.17492762406516274,-0.03806952014565468,-0.1377023160457611,23.108799518790136,-0.13650349787642338,0.17358968435029176
0.0947485938668251,-0.2929055392742157,21.370481802224333,0.12265449608416387,-0.15384788969439825,-0.03741609305143356,-0.13278374075889587,23.691486418876423,-0.26919692485021113,0.31926589753070456
0.09410510212182999,-0.2875628173351288,21.127420544786844,0.1794580326955635,-0.13880011633806646,-0.035898882895708084,-0.13133199512958527,24.218494013067158,-0.4053112637704979,0.43392012966123455
0.09556371718645096,-0.2805064618587494,20.65805721264158,0.2952547701330682,-0.18561344806737345,-0.034232739359140396,-0.13545317947864532,24.646758707000146,-0.5146363911550015,0.519493156090201
0.09859020262956619,-0.2730052173137665,19.90321140386945,0.29740838078039966,-0.2221694830275745,-0.03355254605412483,-0.1415434628725052,24.759231554748027,-0.568738185341261,0.5586459212377635
0.10144761949777603,-0.2684136629104614,19.25132578382889,0.2299400959755463,-0.22068014004221567,-0.0348990261554718,-0.1484990417957306,24.757999573914503,-0.5915886054379836,0.5729790592953744
0.10553605109453201,-0.2646266222000122,18.79096692768141,0.1702990600396417,-0.271238272123357,-0.03718722611665726,-0.15404151380062103,24.60298741411492,-0.5914711132966671,0.5648620535053477
0.10246191918849945,-0.2743392288684845,19.4977013542466,0.17208375978360968,-0.29724563311197466,-0.04274027422070503,-0.15786880254745483,24.255385328986677,-0.5672863662940355,0.553408039081947
0.09686986356973648,-0.2771928012371063,19.71415797819219,0.17410194083944724,-0.30375382155075153,-0.04795709624886513,-0.1600896567106247,23.963333938632758,-0.5543270384298222,0.5469696165320393
0.09240216761827469,-0.27639299631118774,19.783556345986426,0.17612775941766254,-0.3047311282686971,-0.049922917038202286,-0.16040292382240295,23.710281611925268,-0.549781115671282,0.5527674393416159
0.09026407450437546,-0.27306410670280457,19.745621040335976,0.17519538795177775,-0.30582211335682674,-0.04824157431721687,-0.1605910360813141,23.556376048561333,-0.5382128697865042,0.5577564126170479
0.09044801443815231,-0.27069997787475586,19.75031575416699,0.17453900964304137,-0.3078330195002638,-0.043504275381565094,-0.16300250589847565,23.56073653102527,-0.5272472513562485,0.5583511419000174
0.09249326586723328,-0.26992255449295044,19.795133843250625,0.1741152119863214,-0.310827434367826,-0.036934465169906616,-0.16737516224384308,23.613230732506565,-0.5193396973575942,0.555455893713173
0.09638260304927826,-0.26937684416770935,19.806861881693237,0.17228062336135097,-0.3132157913365605,-0.03069543093442917,-0.17095935344696045,23.768118817781698,-0.5226759298082627,0.5509447764550743
