left_hip_roll_angles,left_hip_pitch_angles,left_knee_distances,left_ankle_left_angles,left_ankle_right_angles,right_hip_roll_angles,right_hip_pitch_angles,right_knee_distances,right_ankle_left_angles,right_ankle_right_angles
-1.7982294766201645e-21,0.3,29.673903741372783,-0.5404240462244906,0.5394500308532391,-7.618101167727086e-23,-0.3,29.673903741372783,-0.5394500308532391,0.5404240462244906
0.0009924314748231194,0.29809829118686254,29.335180612855822,-0.5154386584645211,0.5190547030312258,0.00017339197883208335,-0.2971175979154967,29.229239029998183,-0.5362094023384101,0.5417201751533374
0.007484051753140949,0.29892605868194544,28.979119631075292,-0.5304177106425033,0.5333503654283009,0.003938664579028494,-0.296594930800174,28.816705332120478,-0.5108646607522839,0.5161741337891794
0.010930540815733327,0.3038688737387607,28.990181795228324,-0.515209637632445,0.5310388455883505,0.005385994885952634,-0.29852308349046974,28.722986913320284,-0.4938149393411845,0.5262949536726605
0.01449146743932157,0.30902955673458443,29.24070370786515,-0.5184568569553412,0.5306930752120709,0.008994184686182592,-0.2976955046707434,28.454264122710725,-0.48951235439643226,0.4987565962564917
0.015582584087044727,0.31135467861445515,29.288810789452754,-0.49668342583184144,0.5209270282176967,0.009058505698715132,-0.29498739294248155,28.123100600053533,-0.4757778986889061,0.5086602672682988
0.01888704317861421,0.30826072843878793,28.991351891549243,-0.5197288971688959,0.5211204130357857,0.010792773719515137,-0.29217025979044353,27.813912239309076,-0.4608828185532948,0.4873758724716698
0.019867629597099437,0.30548325781661867,28.67128022870503,-0.48523285980875186,0.5096781121080649,0.01143625595473265,-0.28886547578296284,27.56073417045414,-0.4611833556432443,0.5049694666508147
0.02137631429524341,0.29914157635577393,28.248981688042278,-0.4895540920728586,0.5003757265072659,0.012416583947973198,-0.28301916003685673,27.162125059260603,-0.4570656522722977,0.4843106800174508
0.021682264496570867,0.2925967828522093,27.70347440442586,-0.46934337205100607,0.4811500272241608,0.012541116180859426,-0.27941335292694,26.924414594014507,-0.45779777369641306,0.48105347667143206
0.022327137128156097,0.2839137413318027,27.022305801543865,-0.484789734717722,0.4793156390062392,0.01200673716184053,-0.2763219100547094,26.783836019686618,-0.4607692508996192,0.47769654077598966
0.019457419602222897,0.27795471734993343,26.435255262820107,-0.43859856859640944,0.4658243553386705,0.009785186001904504,-0.27459660703126565,26.68654660564013,-0.4631522393107427,0.47106224174831246
0.01865077111253943,0.27005062231789506,25.77970248577529,-0.4371272441512215,0.44889131442215446,0.007713322592406639,-0.27359873661386647,26.71926538710332,-0.4677115174317459,0.472942190644682
0.016527999987100996,0.26334966965657586,25.16181908532255,-0.4214376789541854,0.4301690473095551,0.0034509483558603686,-0.2751194467473451,26.993208738057945,-0.4776625815130783,0.4801689280422152
0.01585335169003179,0.2567848727852224,24.655124781677756,-0.43284270348840015,0.41947981298030523,-0.0006015855990101173,-0.2750695799451676,27.236342791328468,-0.47003317414051216,0.48640521859210073
0.013058068464282695,0.25110237944639024,24.135569352184177,-0.40783967753519257,0.40600263256486124,-0.007305958425266512,-0.27522814829657083,27.546825493853618,-0.47757353483901355,0.5048384621079404
0.012172912116039375,0.24652574542782527,23.76727967452814,-0.41316441433665607,0.3997358009672516,-0.013862903482473696,-0.27434607908943176,27.776974483938233,-0.47203845431791536,0.5142650109990395
0.01065738247996783,0.2429779513504599,23.424471496161942,-0.399592601697199,0.39027736088153664,-0.02148882642563834,-0.2733001507199885,28.005031634734962,-0.4753177876884095,0.5223928562322514
0.01108359649786731,0.24104625292947035,23.260456781135474,-0.4048889550455125,0.3854584943437358,-0.027973469125723103,-0.2707914111502871,28.07173393941639,-0.47288561813838415,0.5266753482265848
0.011277407850114187,0.24023838314758042,23.147883250901828,-0.3998407823377855,0.38071702414539454,-0.03468463215372494,-0.26811619410410215,28.105430553690383,-0.4781425675027936,0.5353654536506591
0.01316098852849274,0.2421614437477279,23.2505842260299,-0.406726035415061,0.3803188599994385,-0.039945650587694045,-0.2663043508374191,28.1807155441916,-0.4798575283046105,0.5388767495105695
0.014999965385816732,0.2439505810392401,23.369105438394968,-0.40935833036058855,0.3814344931509779,-0.04485436933295137,-0.26215066190550385,28.004293576041192,-0.48113829726971846,0.5425292366932626
0.01760712157429761,0.24774583191318203,23.642019010482812,-0.4162943385061326,0.3850866925479913,-0.04852780043745557,-0.2591004885283086,27.927866577993797,-0.4785204977044706,0.5408656773689049
0.021086379737615943,0.24912169829429232,23.662198398117397,-0.41545002093675976,0.38545581012061647,-0.050749289887631804,-0.25511304575265675,27.745295593914165,-0.49009049653763803,0.5462445207771389
0.025642845484692228,0.2528227449631238,23.89151465387988,-0.42425888973930626,0.3851922376128931,-0.05132806590027961,-0.2505612074360648,27.38364820582001,-0.48127646318182593,0.5333017989949823
0.029666129464697967,0.25849539663258075,24.277722990506362,-0.43464440771482904,0.39436713216215924,-0.05103551573297216,-0.24658925457487388,27.032287354815566,-0.48994826497237753,0.5348663425908644
0.032744180560211104,0.2645217558831056,24.73574743514888,-0.43765694223896456,0.39945797455779786,-0.050028471573341976,-0.23998043022244492,26.43544074140263,-0.5010597713444143,0.5507702103319164
0.03579849863258887,0.2700056769107159,25.151365741361218,-0.45789165750970606,0.4059074560965785,-0.048500837543669365,-0.23493749118045779,25.839350224795453,-0.4750230523412795,0.5296223472106801
0.037816973522611166,0.27391434339187554,25.412089818152083,-0.4580895478195406,0.41213725553551794,-0.047774545951435016,-0.23147807869667258,25.45058752701786,-0.45180576999878685,0.5381639179079941
0.04099293421838199,0.2746554757512201,25.42813448963915,-0.46509651816104913,0.4154587058940068,-0.04482288507635272,-0.23133711172697505,25.388472473324157,-0.4482505859473557,0.533093994118928
0.04424022459605023,0.2726300257328747,25.262270782550388,-0.4514922960807518,0.4080516343136983,-0.040598475171503355,-0.22994862659772874,25.296928905572315,-0.4510010620829732,0.5180203705740364
0.04756046580107221,0.26777222289047053,24.92298625340129,-0.4502106823313805,0.39652732598832774,-0.03751491985598531,-0.2261950305276966,25.078002308613776,-0.45353413248355356,0.520718526099682
0.05092874161748042,0.26166687964447266,24.503660642775174,-0.45188690361828976,0.3842471012905544,-0.03397029717564008,-0.22185552042019518,24.80817181918613,-0.45504205046446433,0.5076048841071226
0.051969394012186095,0.2584636562918154,24.391509792036373,-0.45536649446600197,0.38094202907015107,-0.03259045509231049,-0.21633682285186864,24.440021975730446,-0.4528873303219454,0.5135568410401294
0.05257205603963188,0.25860464590758764,24.531526718699638,-0.45690219108317687,0.38708221095173834,-0.03016015790625749,-0.21185165929800298,24.066289249437034,-0.4461598975557829,0.4866297201144155
0.052267539422252755,0.25848030114837933,24.594567336117308,-0.45886778678091844,0.3890125663140346,-0.030201027054811414,-0.20613877730296906,23.67092523922588,-0.4394188382536326,0.497530364081076
0.05201904755275701,0.2602382265972286,24.740970088145843,-0.4481060942046754,0.3917620324541923,-0.028433868111924686,-0.20315059645442052,23.428212036213864,-0.4351167098631368,0.4755829655524132
0.050546630110021425,0.2600299240183937,24.652244364200584,-0.4502755358404178,0.39739412412331,-0.028200730952472608,-0.19904907032557925,23.200612432959417,-0.43392332021048496,0.48725096156568615
0.048880502040519545,0.2614615166668792,24.66565817902591,-0.44477411202215533,0.40048505858412164,-0.02646337153790666,-0.19686859537960755,23.082218454943813,-0.43374469796355186,0.4726345569650987
0.04647075211147368,0.2618031908286118,24.531512069792342,-0.43667199612641294,0.39942342849617907,-0.025623213663826708,-0.19387294007715444,22.974838750843162,-0.43608782098659205,0.47966912907628645
0.04411154678823681,0.26431490559843906,24.594242377222173,-0.42474612929763966,0.39879028799010385,-0.023967634557902844,-0.1921502494053251,22.937191059817707,-0.4394934029257198,0.47451110636465554
